"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度","近世"
1311210700,13112,"107","しもやまいせき","下山遺跡","世田谷区 瀬田四丁目 瀬田五丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]住居 集石 炉穴 土坑 ピット [弥生時代]環濠 住居 方形周溝墓 墓壙 甕棺 溝状遺構 [古墳時代]住居 円形周溝墓 [奈良時代][平安時代]住居","ナイフ形石器 尖頭器 礫器 縄文土器 打斧 石鏃 土錘 けつ状耳飾 弥生土器 抉入石斧 石包丁 石皿 土師器 須恵器 土製紡錘車 土製勾玉 ソロバン玉状土製品 石櫃 陶磁器 カワラケ 瓦質土器 煙管 銭貨",139.6244,35.62158,"1"
1311211100,13112,"111","しょうげんづか（にしおか2ごうふん）","将監塚（西岡2号墳）","世田谷区 瀬田四丁目","[中世][近世]","塚","","",139.6283,35.61972,"1"
1311211200,13112,"112","しもやまきたいせき","下山北遺跡","世田谷区 岡本一丁目","[旧石器時代][縄文時代（早期～前期）][弥生時代][古墳時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 集石 土坑 [弥生時代]住居 溝 [古墳時代]住居 [中世]掘立柱建物 井戸 [近世]建物 門","石器 縄文土器 石器 弥生土器 土師器 ガラス玉",139.6227,35.62252,"1"
1311211700,13112,"117","かまがやいせき","鎌ヶ谷遺跡","世田谷区 瀬田一丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]土坑 ピット [弥生時代][古墳時代]V字溝 溝状遺構","縄文土器 石器 弥生土器 土師器 須恵器 陶器",139.6336,35.6134,"1"
1311212100,13112,"121","やがわうえいせき","谷川上遺跡","世田谷区 野毛一丁目","[旧石器時代][縄文時代（中期）][古墳時代][中世][近世]","集落","[縄文時代]住居 ピット [中世][近世]竪穴土坑 溝","縄文土器 石器 土師器 陶磁器",139.6451,35.60425,"1"
1311212300,13112,"123","しものげいせき","下野毛遺跡","世田谷区 野毛一丁目 野毛二丁目","[旧石器時代][縄文時代（早期～後期）][中世][近世]","集落","[縄文時代]住居 集石 炉 土坑","縄文土器 石器 剥片 礫 陶器",139.6424,35.60424,"1"
1311214300,13112,"143","すわやまいせき","諏訪山遺跡","世田谷区 奥沢一丁目 奥沢三丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][平安時代][中世][近世]","集落","[縄文時代]住居 竪穴 集石 集石土坑 焼土 土坑 ピット [平安時代]土坑 火葬墓 [中世]焼土 溝 [近世]溝","縄文土器 石器 土錘 耳栓 土製品 礫 土師器 須恵器 土師質土器 陶器 陶磁器 鉄板 人骨",139.6748,35.60334,"1"
1311214500,13112,"145","おくさわだいいせき","奥沢台遺跡","世田谷区 奥沢六丁目 玉川田園調布二丁目","[旧石器時代][縄文時代（前期～後期）][弥生時代（後期）][古墳時代][近世]","集落","[縄文時代]住居 竪穴 炉 屋外炉 土坑 ピット [弥生時代]住居 [古墳時代]竪穴 [近世]ピット 土坑 井戸 溝","縄文土器 石器 けつ状耳飾 石棒 石製品 土製品 礫 弥生土器 陶磁器",139.6635,35.6037,"1"
1311215900,13112,"159","きたみじんやいせき","喜多見陣屋遺跡","世田谷区 喜多見一丁目 喜多見三丁目 喜多見四丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（中期～後期][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 炉穴 土坑 [弥生時代]住居 溝 [古墳時代]住居 竪穴 方形周溝墓 周溝 棺 墓壙 [奈良～平安時代]住居 地下式土坑 [中世～近世]掘立柱建物 ピット 礎石 土坑 井戸 溝 堀 池","石器 縄文土器 弥生土器 土師器 須恵器 埴輪 臼玉 ガラス玉 灰釉 緑釉 陶磁器 土師質土器 鉄製品 鉄鏃 釘 茶臼 羽口 瓦 板碑 銭貨 胞衣容器 人骨 灰釉陶器 円筒埴輪 土製品 鉱滓",139.5966,35.6261,"1"
1311219600,13112,"196","あんどうけはかあと","安藤家墓跡","世田谷区 大蔵一丁目","[近世]","墓地","[近世]墓壙6","釘 木片 銭貨 人骨",139.617511,35.63322982,"1"
1311220100,13112,"201","きへいやまいせき","騎兵山遺跡","世田谷区 池尻四丁目","[縄文時代（早期・中期）][古墳時代][近世][近代]","集落","[縄文時代]炉穴 住居 ピット [古墳時代]住居 [近世]建物基礎","縄文土器 陶磁器",139.679939,35.65312672,"1"
1311220200,13112,"202","しんがんじふじづかいせき","森厳寺富士塚遺跡","世田谷区 代沢三丁目","[近世]","塚","","",139.6682249,35.65709041,"1"
1311220300,13112,"203","だいたくりはらいせき","代田栗原遺跡","世田谷区 代田三丁目","[縄文時代][古墳時代][近世]","包蔵地","","縄文土器 石器 土師器 板碑",139.6583617,35.65471759,"1"
1311220400,13112,"204","くりはらづか","栗原塚","世田谷区 代田三丁目","[近世]","その他（塚）","","",139.6560271,35.65329485,"1"
1311220900,13112,"209","せきやづか","関屋塚","世田谷区 桜新町一丁目","[中世][近世]","塚","","銭貨",139.6405734,35.62920097,"1"
1311221000,13112,"210","ながさきづかいせき","長崎塚遺跡","世田谷区 桜新町一丁目","[中世][近世]","その他（塚）","","陶磁器",139.641466,35.62864286,"1"
1311221200,13112,"212","せんぶづかいせき","千部塚遺跡","世田谷区 深沢五丁目","[中世][近世]","その他（塚）","","土師器",139.6508388,35.62021492,"1"
1311223200,13112,"232","まつばいせき","松場遺跡","世田谷区 喜多見八丁目","[古墳時代][近世]","包蔵地","","土師器 カワラケ",139.5891994,35.63644473,"1"
1311223300,13112,"233","みしまのやしき・しもがくとうみなみいせき","三島野屋敷・下覚東南遺跡","世田谷区 喜多見九丁目","[縄文時代（草創期～中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","","縄文土器 弥生土器 土師器 陶磁器",139.585719,35.64107299,"1"
1311223500,13112,"235","あいのはら","相之原遺跡","世田谷区 喜多見四丁目","[縄文時代（中期）][古墳時代][奈良時代][近世]","集落","[古墳時代]住居 [奈良時代]住居 ピット 土坑 溝 [近世]ピット","縄文土器 土師器 須恵器 鉄鏃 砥石 滑石製臼玉 石製模造品 陶磁器 鉄滓 埴輪 紡錘車",139.5926841,35.63108708,"1"
1311223800,13112,"238","はちまんやまいなりまえいせき","八幡山稲荷前遺跡","世田谷区 八幡山一丁目","[縄文時代（早期・中期）][中世][近世]","集落","[縄文時代]土坑 ピット [中世][近世]溝 井戸 土坑 ピット","縄文土器 石器 土製品 陶磁器 土師質土器 煙管 鉄製石 碁石",139.6198115,35.66199384,"1"
1311223900,13112,"239","かねづか","カネ塚","世田谷区 南烏山二丁目","[中世][近世]","塚","","陶器 石碑",139.6082034,35.66783259,"1"
1311224000,13112,"240","こがやいせき","児ヶ谷遺跡","世田谷区 八幡山三丁目","[中世][近世]","包蔵地","","土師器 陶磁器",139.6136568,35.66900123,"1"
1311224100,13112,"241","まるしたいせき","丸下遺跡","世田谷区 八幡山一丁目 上北沢一丁目","[縄文時代（早期～中期）][近世]","集落","","縄文土器 石器",139.6237425,35.66276092,"1"
1311224200,13112,"242","しんぱちやまいせき","新八山遺跡","世田谷区 上北沢一丁目 桜上水五丁目","[縄文時代（中期）][古墳時代][近世]","集落","[縄文時代]ピット [近世]溝 土坑 ピット","縄文土器 土師器 磁器 石臼 陶磁器",139.6283087,35.66380693,"1"
1311224400,13112,"244","はんだづか","半田塚","世田谷区 松原六丁目","[近世]","塚","","陶磁器",139.648474,35.65996196,"1"
1311224500,13112,"245","いしいどづか","石井土塚","世田谷区 大蔵三丁目","[古墳時代][奈良時代][平安時代][中世][近世]","塚？","方墳","",139.6073487,35.63401113,"1"
1311224700,13112,"247","しものだいせき","下野田遺跡","世田谷区 喜多見五丁目 喜多見六丁目 喜多見七丁目","[縄文時代（早期～晩期）][古墳時代][近世]","包蔵地","","縄文土器 石槍 石器 土師器 陶磁器",139.601044,35.63098942,"1"
1311224800,13112,"248","おかもとはらいせき","岡本原遺跡","世田谷区 岡本一丁目","[縄文時代（早期～中期）][古墳時代][中世][近世]","包蔵地","[古墳時代]溝","縄文土器 土師器 紡錘車 陶磁器",139.620332,35.62631979,"1"
1311225200,13112,"252","まるやまきたいせき","丸山北遺跡","世田谷区 深沢五丁目","[近世]","包蔵地","","陶磁器",139.6466846,35.6185683,"1"
1311225800,13112,"258","むかいのだいせき","向野田遺跡","世田谷区 砧七丁目 砧八丁目","[縄文時代（早期～後期）][古墳時代][近世]","集落","[縄文時代]集石 土坑群 ピット群","縄文土器 石器",139.6044304,35.63911735,"1"
1311226000,13112,"260","かなくそやまいせき","かなくそやま遺跡","世田谷区 喜多見七丁目","[近世]","塚","円形墳丘","陶磁器 羽口 鉄滓",139.5969585,35.62931523,"1"
1311226400,13112,"264","きたみしみずいせき","喜多見清水遺跡","世田谷区 喜多見五丁目","[縄文時代（早期・中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[奈良時代][平安時代]住居 [中世][近世]土坑 地下式土坑 井戸 溝","縄文土器 土師器 須恵器 土師質土器 陶磁器 石臼 鉄製品",139.6029495,35.62791983,"1"
1311226500,13112,"265","しものだやまいせき","下野田山遺跡","世田谷区 喜多見六丁目","[旧石器時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック","石器 焼礫 土師器 陶器 カワラケ",139.6039245,35.6300624,"1"
1311226900,13112,"269","しものだふどういせき","下野田不動遺跡","世田谷区 成城一丁目","[近世]","出土地","","和鏡",139.6033661,35.63189041,"1"
1311227400,13112,"274","たきがやいせき","滝ヶ谷遺跡","世田谷区 瀬田四丁目","[旧石器時代][縄文時代（早期～中期）][奈良時代][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]住居 土坑 溝 [古墳時代]土坑? [奈良時代]住居","主な出土品",139.6263713,35.62034255,"1"
1311227800,13112,"278","からすやまじょう（とりで）せき・からすやまみなみはらいせき","烏山城(砦)跡・烏山南原遺跡","世田谷区 南烏山一丁目 南烏山二丁目","[旧石器時代][縄文時代（中期）][中世][近世]","集落・城館","[旧石器時代]ブロック 礫群 [近世]溝状遺構 [時期不明]溝","石器 焼礫 縄文土器 陶磁器",139.6085982,35.6676234,"1"
1311228000,13112,"280","きたみなかどおりいせき","喜多見中通遺跡","世田谷区 喜多見七丁目","[縄文時代（中期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","","土師器",139.5953277,35.63203595,"1"
1311228100,13112,"281","たなおしいせき","田直遺跡","世田谷区 大蔵五丁目","[旧石器時代][縄文時代(早期～後期)][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居址 土坑 炉穴 集石 ピット 配石 遺物集中部 土器埋設土坑 [古代以降]溝 土坑 ピット [中世以降]土坑 [近世以降]段切り ピット","[旧石器時代]石器 [縄文時代]土器 石器 土製品 石製品（装飾品） [古代以降]土師器 須恵器 [中世以降]陶磁器 [近世以降]陶磁器",139.6064007,35.62882062,"1"
1311228500,13112,"285","うなねほんむらいせき","宇奈根本村遺跡","世田谷区 宇奈根二丁目","[古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","","土師器 陶磁器",139.6021049,35.62118808,"1"
1311228800,13112,"288","おかもとまえこうちいせき","岡本前耕地遺跡","世田谷区 岡本二丁目","[縄文時代（早期～晩期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石 杭列 [近世]溝","縄文土器 石器 土製品 石製品 木製品 浮子 弥生土器 土師器 須恵器 灰釉 陶磁器",139.6192162,35.62029178,"1"
1311229600,13112,"296","とどろきはらいせき","等々力原遺跡","世田谷区 等々力一丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][中世][近世]","集落","[縄文時代]住居 土坑 [弥生時代]住居","石器 縄文土器 石器 弥生土器 陶磁器 銭貨",139.6479353,35.60406427,"1"
1311229700,13112,"297","とどろきねいせき","等々力根遺跡","世田谷区 等々力一丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][中世][近世]","集落","","縄文土器 石器 土製品 陶磁器 銭貨 鉄製品 土錘 砥石 瓦 土師質土器 硯 礫 埴輪 須恵器 金属製品 ガラス製品",139.6479182,35.60188694,"1"
1311230400,13112,"304","おやまきたはらいせき","尾山北原遺跡","世田谷区 尾山台二丁目","[縄文時代（早期）][近世]","包蔵地","[近世]ピット 礎石建物址","縄文土器 石器 礫 陶磁器 銭貨 煙管",139.6532037,35.60129069,"1"
